model,site,nb_deg,nb_pm,component,ttf,ctf
M4,S,0,1,C01,8293866.0,14476
M4,S,12,0,C01,14773730.0,35203
M3,S,0,2,C02,59373060.0,100436
M3,S,1,0,C01,4501320.0,11434
M7,S,0,1,C02,34724880.0,63060
M2,E,0,0,C01,13729320.0,35933
M7,E,0,0,C01,39754565.0,72003
M7,E,0,0,C01,4478243.0,14773
M2,E,0,0,C02,3281570.0,11485
M4,S,0,1,C01,41041560.0,160886
M4,S,1,0,C02,8993551.0,25795
M3,I,0,1,C01,37490640.0,52653
M3,E,0,0,C02,12089132.0,16702
M3,S,0,0,C01,29723640.0,97433
M3,E,0,3,C02,65560800.0,102535
M7,S,0,0,C02,20492820.0,50883
M1,E,0,0,C01,4564767.0,6128
M4,E,0,0,C01,30840146.0,109852
M3,E,0,1,C01,59783863.0,96355
M3,S,0,0,C01,26688900.0,15635
M4,S,0,0,C01,16056048.0,49953
M3,S,0,0,C01,5269680.0,10304
M4,E,2,1,C02,16819921.0,38543
M4,E,3,1,C01,6550626.0,14806
M2,S,0,1,C01,22654601.0,62960
M7,I,0,0,C01,10159925.0,12766
M7,S,0,0,C02,4667070.0,6100
M7,E,0,1,C01,59792820.0,204908
M4,S,0,0,C01,2486880.0,6257
M4,E,0,1,C01,5896620.0,5603
M2,S,0,0,C01,3458220.0,10081
M2,E,0,0,C02,26165558.0,62168
M3,S,1,0,C01,37754129.0,127837
M4,E,0,0,C01,18923820.0,74237
M4,S,0,2,C01,39570600.0,102201
M7,S,0,4,C02,89533423.0,143022
M2,S,0,1,C01,8546000.0,16578
M4,S,0,0,C01,3636540.0,9156
M3,S,0,0,C01,4723590.0,11733
M3,H,0,0,C01,26955963.0,45844
M3,S,0,0,C01,5081040.0,15285
M7,E,0,0,C01,2945760.0,7099
M4,E,0,3,C02,71899921.0,158405
M3,E,0,1,C02,14530380.0,47990
M3,S,0,0,C01,5545482.0,16851
M5,S,0,0,C02,43038177.0,16491
M3,S,0,0,C01,25472340.0,57143
M7,H,0,1,C02,42957516.0,24605
M4,E,0,0,C02,6407280.0,19879
M2,S,0,0,C01,20392020.0,47997
M4,I,0,1,C01,19579980.0,6489
M3,I,0,0,C01,9153480.0,15854
M3,E,0,1,C01,45337620.0,145359
M3,E,0,1,C02,21693660.0,60465
M4,E,0,0,C01,21082532.0,86421
M4,E,0,2,C02,51914700.0,124341
M3,S,0,0,C01,7783440.0,17251
M3,S,0,0,C01,28612680.0,43010
M4,S,0,0,C01,32769000.0,45723
M3,S,2,1,C01,21430740.0,68973
M7,H,3,1,C01,31166700.0,130892
M4,I,0,1,C01,31690920.0,16471
M2,S,0,0,C01,14601660.0,17433
M4,E,0,2,C01,72572914.0,128429
M3,E,0,0,C01,32319883.0,87693
M3,H,2,0,C02,7173639.0,16977
M7,S,0,0,C01,16327050.0,28914
M3,E,0,0,C01,5513880.0,12996
M4,S,0,1,C01,8287260.0,18252
M7,E,1,0,C01,5775300.0,36351
M7,E,0,0,C01,4568135.0,15490
M2,S,0,0,C02,2871240.0,6159
M4,E,0,1,C01,13211280.0,35933
M2,E,2,1,C02,29984640.0,61807
M7,E,1,0,C01,32142641.0,75854
M4,E,0,1,C01,15293280.0,78362
M3,S,0,0,C01,29640420.0,68089
M4,S,0,0,C01,4311240.0,13547
M2,S,0,0,C01,10443780.0,9749
M4,E,0,1,C02,3873068.0,17773
M3,S,0,0,C01,3431073.0,6257
M4,S,0,0,C01,22483620.0,79197
M4,E,0,0,C01,5808000.0,19977
M7,I,0,0,C01,35680740.0,72716
M4,S,0,2,C02,48386460.0,144252
M2,E,0,0,C01,8856892.0,15780
M3,E,0,0,C02,31529481.0,46066
M7,E,0,0,C01,6450067.0,15838
M3,E,1,1,C02,24884400.0,51160
M3,S,0,1,C01,32121948.0,79059
M7,S,1,1,C01,54342055.0,99967
M4,S,0,1,C01,12533040.0,17645
M3,E,0,0,C01,9965232.0,23603
M3,S,0,1,C02,6034802.0,16449
M3,S,0,0,C01,16392340.0,43092
M4,E,5,1,C01,9775320.0,12710
M4,E,0,1,C01,23330250.0,29978
M4,S,0,0,C02,1541040.0,5287
M4,E,0,1,C02,27650940.0,72631
M4,E,0,0,C01,2242380.0,10421
M4,S,0,1,C01,3638169.0,12366
M3,S,0,0,C02,3442140.0,9584
M3,S,0,0,C01,4253311.0,13990
M7,H,0,1,C01,33193560.0,18159
M4,S,10,1,C02,26956772.0,48562
M2,S,0,1,C02,77841162.0,120270
M3,S,0,0,C01,3363420.0,9727
M3,E,0,0,C01,39909360.0,97293
M3,I,0,1,C01,81302160.0,85390
M7,E,0,0,C01,16847540.0,65391
M4,S,0,0,C02,1894380.0,8502
M7,H,0,1,C01,6725881.0,9876
M3,E,0,1,C01,35943060.0,98267
M4,S,0,1,C01,5273400.0,11584
M1,S,0,1,C02,15112680.0,17227
M3,S,0,0,C01,2961828.0,5688
M3,H,0,1,C01,27731160.0,33693
M4,S,0,0,C01,7259760.0,5021
M7,E,0,0,C01,5023030.0,13751
M7,E,0,3,C02,54347340.0,158469
M4,S,0,0,C01,14256420.0,24766
M4,E,0,2,C01,37312680.0,109877
M4,E,0,2,C01,39662108.0,147235
M2,I,0,0,C01,3647220.0,9924
M3,S,0,0,C02,5940560.0,11640
M7,S,0,0,C02,2583060.0,5536
M4,E,0,1,C01,53907445.0,97040
M4,E,0,1,C01,56918689.0,262762
M7,S,0,0,C01,18468720.0,27553
M4,E,3,0,C01,22636380.0,27136
M4,S,0,0,C02,6476820.0,16797
M7,E,0,0,C01,24102553.0,90817
M7,E,0,0,C02,23512818.0,41783
M3,S,0,0,C01,1880640.0,7604
M3,H,1,1,C01,2941200.0,8654
M3,E,0,0,C01,28600260.0,50779
M2,E,0,0,C01,7780278.0,18311
M4,S,0,1,C01,9755640.0,27898
M4,S,0,1,C01,8834160.0,16973
M4,E,0,1,C01,13478462.0,26688
M4,S,0,0,C02,9823560.0,29798
M4,S,0,0,C01,2586960.0,9066
M5,S,0,0,C02,9517980.0,19791
M3,E,0,0,C02,26577496.0,61309
M4,S,0,2,C01,21072687.0,57720
M3,E,0,1,C02,14135214.0,21527
M3,S,0,1,C01,31032114.0,41075
M3,I,0,0,C01,12160029.0,8762
M2,S,0,0,C01,3017384.0,11282
M3,I,0,2,C01,59344440.0,67470
M4,E,0,0,C02,8211120.0,7282
M4,S,0,0,C01,9829553.0,18890
M1,E,0,1,C01,29382660.0,72802
M3,S,0,0,C01,2412086.0,7061
M4,S,0,1,C01,32843160.0,138803
M4,E,0,0,C01,2918100.0,8012
M4,S,0,0,C01,4750918.0,13407
M3,E,0,1,C01,20146384.0,91285
M2,S,0,0,C02,19896213.0,14477
M4,E,0,1,C02,34971850.0,89883
M3,E,0,1,C01,29176680.0,77245
M4,S,9,0,C01,9093960.0,31413
M4,E,0,1,C01,3628680.0,5040
M3,S,0,0,C01,3974340.0,6797
M7,E,10,2,C02,63399120.0,232440
M4,S,0,0,C02,4555968.0,9548
M4,H,0,1,C01,34301220.0,18009
M4,E,4,0,C01,18833460.0,56688
M7,E,0,2,C02,71300160.0,101685
M4,E,0,0,C01,5700660.0,15189
M2,S,0,0,C01,5180220.0,12442
M4,E,0,0,C01,28287832.0,120499
M4,S,0,0,C02,21452100.0,41323
M2,I,0,0,C01,14530713.0,10086
M7,S,0,2,C01,60943496.0,135442
M4,E,0,0,C01,3547179.0,5265
M4,E,0,0,C02,11422060.0,27358
M7,H,0,1,C01,13915980.0,24931
M4,S,0,0,C01,9831900.0,19603
M5,S,0,0,C02,15127860.0,7233
M7,E,6,2,C01,58239722.0,226758
M7,E,0,2,C01,22807080.0,45209
M4,S,0,0,C01,2663760.0,9162
M4,S,0,1,C01,6821940.0,14499
M7,E,0,0,C01,11665402.0,43625
M5,S,0,0,C02,13891824.0,22485
M3,H,0,0,C01,3971908.0,14362
M3,S,3,0,C01,11053511.0,24935
M3,S,0,0,C02,15421320.0,20381
M4,S,0,1,C01,41465406.0,115883
M4,E,0,0,C01,3454500.0,8870
M3,E,0,0,C01,5799720.0,8599
M7,S,0,0,C01,18644280.0,45562
M1,E,0,0,C01,2936580.0,6591
M2,S,0,0,C01,10783320.0,12109
M3,S,2,1,C01,14776382.0,58826
M2,E,0,1,C02,20825160.0,43170
M7,E,0,1,C02,14670900.0,37227
M3,S,0,0,C02,4895940.0,8694
M4,S,1,1,C01,18936287.0,47383
M5,S,0,0,C02,19874160.0,13711
M4,E,0,0,C01,4765020.0,16770
M4,S,0,0,C02,6157440.0,5229
M2,S,0,0,C01,10893980.0,27064
M4,S,0,0,C01,4736820.0,13337
M3,E,0,0,C01,20548811.0,47233
M3,S,0,2,C01,53719980.0,220363
M4,S,0,0,C01,3177960.0,5551
M4,E,0,0,C02,11418120.0,33379
M3,S,0,1,C01,10011960.0,29328
M7,S,0,0,C01,4068079.0,15558
M3,H,0,1,C01,24601320.0,28258
M4,I,0,0,C02,10883159.0,14043
M2,E,0,1,C02,41021040.0,119967
M2,S,0,0,C01,11495640.0,9047
M2,S,0,0,C01,15396000.0,40760
M2,E,0,0,C01,18143700.0,74373
M4,S,0,1,C02,19024320.0,55765
M3,E,0,1,C01,2922240.0,6206
M3,E,0,1,C02,23844540.0,55408
M3,E,0,2,C02,25419060.0,68932
M4,E,0,2,C01,31980992.0,128690
M4,E,0,0,C01,1733078.0,7096
M4,E,0,2,C01,74673780.0,125521
M4,S,0,0,C01,16327860.0,42446
M2,I,0,0,C01,24199548.0,21025
M2,S,0,0,C01,23829120.0,49113
M4,S,7,1,C01,35148307.0,56695
M7,E,0,1,C02,46932360.0,165142
M3,E,0,0,C01,16438740.0,36231
M4,E,0,0,C01,7254720.0,15157
M4,E,0,1,C01,30248700.0,54415
M3,E,0,1,C01,18740520.0,86440
M3,S,0,1,C01,12343230.0,16890
M3,S,0,1,C01,31872480.0,34797
M7,S,0,0,C01,7943160.0,10482
M7,I,0,0,C02,21834240.0,12971
M3,H,0,1,C01,56655668.0,95522
M4,S,0,0,C01,12849600.0,38946
M4,E,0,1,C01,26888880.0,140102
M4,E,0,1,C01,22911660.0,44882
M7,E,0,0,C01,1722660.0,9375
M3,S,0,0,C01,9166440.0,12090
M3,E,0,0,C02,13723393.0,32895
M4,E,4,0,C01,36276300.0,79229
M7,E,0,2,C01,60371420.0,205234
M3,S,0,0,C01,10627503.0,16303
M3,E,0,0,C01,31822827.0,94415
M3,S,2,0,C01,7497000.0,20147
M7,E,4,2,C02,38517900.0,116395
M3,I,0,0,C01,6121850.0,9179
M3,E,0,1,C02,15915180.0,27471
M4,S,0,0,C02,3882720.0,8628
M4,S,0,1,C01,18241390.0,32945
M3,E,0,1,C02,23613960.0,122912
M7,E,0,0,C02,6503580.0,14829
M3,S,0,0,C01,44324791.0,118843
M3,E,0,1,C01,28357037.0,69142
M4,S,0,0,C02,3112980.0,5080
M3,E,9,1,C02,11056080.0,28042
M4,E,0,1,C01,48764219.0,139716
M7,E,0,0,C01,26535300.0,74802
M3,E,0,0,C01,36539820.0,73400
M4,E,0,2,C01,46153176.0,56617
M7,I,0,1,C01,51291602.0,36844
M4,S,0,1,C01,17452920.0,25768
M3,E,0,0,C01,11840100.0,32579
M4,S,0,1,C01,44661639.0,79305
M3,S,0,1,C02,13914180.0,50166
M7,S,0,1,C01,24961888.0,50550
M4,S,3,1,C01,4398000.0,10162
M7,E,0,0,C02,3087960.0,5154
M2,E,0,0,C02,4695478.0,8657
M3,E,0,0,C01,26927726.0,60726
M7,E,4,2,C02,54366840.0,127323
M3,E,0,0,C01,10539060.0,11862
M4,S,0,2,C01,30858060.0,110934
M3,E,0,0,C01,26509440.0,19968
M4,S,0,1,C02,58228260.0,250770
M3,E,0,0,C01,2931180.0,5078
M2,E,0,1,C01,20366340.0,66214
M7,E,0,2,C02,57894536.0,257696
M7,E,0,0,C01,1366980.0,5565
M7,E,0,1,C01,11042680.0,43903
M7,S,0,0,C01,14009637.0,32432
M3,S,1,1,C01,25334880.0,45736
M7,E,0,0,C01,1806073.0,5510
M2,S,0,0,C01,19112340.0,31106
M3,I,0,1,C02,48798420.0,81935
M3,H,0,0,C01,25650015.0,77483
M4,E,5,1,C01,15742644.0,26512
M7,E,5,0,C01,20559201.0,42278
M4,S,0,0,C01,11831520.0,9677
M2,S,0,0,C01,9823424.0,17418
M3,E,0,0,C02,11316984.0,20640
M3,S,0,0,C01,5612880.0,13448
M4,S,5,0,C01,7259040.0,27591
M3,I,0,0,C01,9491723.0,14602
M2,S,0,0,C01,22755445.0,15364
M3,E,0,1,C01,28087740.0,45354
M4,E,0,1,C01,5176920.0,25469
M4,I,0,1,C02,47072900.0,107509
M7,E,0,0,C01,21594540.0,77341
M3,E,2,0,C01,4057142.0,10710
M7,E,0,1,C02,39053835.0,126721
M4,S,0,2,C01,22717020.0,81066
M4,E,0,2,C02,51757440.0,128592
M3,H,0,1,C01,22616357.0,26849
M3,E,0,1,C01,48732180.0,85331
M4,E,0,0,C01,7254240.0,31325
M4,S,0,0,C01,9329880.0,38996
M4,E,0,0,C01,4661177.0,18493
M4,E,0,1,C01,9170708.0,22379
M2,S,0,0,C01,2786540.0,7432
M7,E,0,0,C01,25313280.0,17870
M3,S,0,0,C01,19867083.0,50771
M3,E,0,0,C01,7016640.0,13921
M7,E,0,1,C02,42662040.0,65650
M3,E,0,1,C01,23652881.0,61187
M3,S,0,2,C01,74378883.0,262842
M4,H,0,0,C01,8618100.0,10548
M4,S,0,1,C02,22353900.0,32720
M4,S,0,3,C01,76194720.0,218850
M2,I,0,0,C01,10591080.0,20876
M4,S,0,0,C01,7594620.0,23255
M7,E,0,0,C01,2764863.0,8499
M4,S,0,0,C02,12627900.0,44197
M7,I,0,0,C01,34051920.0,78742
M4,S,0,0,C01,7426320.0,18045
M3,S,0,2,C01,102297480.0,122932
M2,S,0,2,C01,58435260.0,110886
M7,E,0,1,C01,13819020.0,22496
M4,S,0,1,C02,62201943.0,137051
M7,E,0,1,C01,16573816.0,96881
M4,E,0,1,C01,33686040.0,156735
M2,I,0,0,C01,30559500.0,23256
M4,E,0,0,C01,17108460.0,36949
M4,E,0,0,C01,10107300.0,27103
M4,S,0,0,C01,15565680.0,42194
M7,S,0,1,C01,27984300.0,64536
M3,I,0,0,C01,8144280.0,6942
M3,S,0,0,C02,5957880.0,6786
M7,S,0,0,C01,19603320.0,39752
M3,S,0,1,C02,13817220.0,14505
M4,S,0,1,C01,35245080.0,46418
M3,I,0,1,C01,21147649.0,38991
M1,E,0,0,C01,11333880.0,26733
M3,E,0,1,C01,18052800.0,50644
M7,H,0,1,C01,19349820.0,34710
M1,S,0,0,C01,29983479.0,91499
M3,E,0,0,C01,1891134.0,6098
M4,E,0,0,C01,6229080.0,14933
M4,S,0,0,C01,9265200.0,19223
M3,S,0,0,C01,14339640.0,40488
M4,E,0,0,C01,6653640.0,30620
M3,E,0,1,C01,60576900.0,151620
M4,S,0,0,C01,17524200.0,42422
M4,I,0,1,C01,36095505.0,14371
M4,S,2,2,C01,57725035.0,142992
M7,E,0,0,C01,19700340.0,52478
M4,S,0,0,C01,2919845.0,6449
M3,E,0,1,C02,45177360.0,47410
M3,E,3,1,C01,86551741.0,204020
M7,S,0,1,C02,58244365.0,81999
M3,I,0,1,C01,4398660.0,5875
M4,E,0,1,C01,42932460.0,87731
M2,S,0,0,C01,17970360.0,32435
M3,I,0,2,C01,18925080.0,11348
M4,I,0,0,C01,19007460.0,17256
M4,E,0,1,C01,29394421.0,68310
M3,S,0,0,C02,3201006.0,7430
M3,E,3,1,C01,3532620.0,5704
M3,I,0,0,C01,21413820.0,28085
M7,E,0,0,C01,8122053.0,9542
M1,E,0,0,C01,6371520.0,7886
M4,E,0,0,C01,20044447.0,94347
M3,S,0,1,C01,44748432.0,185687
M3,E,0,0,C01,5183100.0,6129
M4,S,0,1,C01,24951300.0,62856
M3,S,0,0,C01,40512091.0,54762
M1,E,0,1,C01,15995149.0,59947
M7,E,2,0,C01,9684780.0,27529
M4,S,0,1,C01,29455080.0,48891
M7,E,0,0,C02,19352040.0,90048
M4,E,0,1,C01,29175240.0,103794
M4,E,0,1,C02,23819952.0,134150
M4,S,0,1,C01,4490120.0,8037
M4,E,0,0,C01,26602255.0,76316
M7,E,0,2,C01,40260344.0,81868
M4,S,0,1,C01,15451555.0,34554
M4,S,24,2,C02,95302865.0,261649
M4,E,0,2,C01,33701280.0,67609
M4,S,0,0,C01,14408887.0,48355
M7,I,0,0,C01,14172094.0,29204
M4,I,0,0,C01,21677268.0,19643
M3,S,0,1,C01,5515380.0,14092
M4,S,0,0,C01,24096600.0,19314
M2,S,0,0,C01,6389001.0,8492
M3,S,0,2,C01,35078820.0,65485
M3,I,0,2,C01,29283283.0,28280
M3,I,0,0,C01,35678700.0,55787
M3,I,0,1,C01,6137940.0,8485
M4,S,0,1,C01,18494047.0,76021
M3,S,0,0,C01,35588700.0,118157
M3,I,0,0,C01,14173080.0,36116
M3,E,0,1,C01,58604684.0,83145
M4,E,0,1,C01,32981760.0,149562
M4,S,0,0,C01,4383720.0,12102
M5,S,0,0,C02,14522212.0,10053
M4,E,0,0,C01,4747800.0,16959
M1,S,0,0,C01,2408090.0,9155
M2,E,0,0,C01,3466039.0,15756
M3,E,0,0,C01,6028380.0,11977
M2,S,0,0,C01,16084980.0,15464
M2,I,0,0,C01,17169360.0,58923
M7,S,0,0,C01,20636880.0,75330
M3,I,0,1,C01,50032380.0,6739
M4,E,18,2,C01,49942560.0,96145
M4,E,0,1,C01,4582920.0,13502
M7,E,0,1,C01,21267167.0,87881
M7,E,0,0,C01,8251256.0,17241
M4,E,0,0,C01,11211491.0,19589
M5,S,0,0,C02,6304288.0,5792
M3,H,0,0,C01,7771860.0,7500
M2,H,0,0,C01,12609668.0,11387
M4,E,0,0,C01,9052560.0,32552
M4,S,1,0,C01,7165425.0,12904
M7,E,0,0,C01,2929440.0,13924
M3,S,0,2,C01,54767100.0,100657
M4,I,0,1,C01,18140333.0,31866
M4,S,0,1,C01,4249620.0,5144
M3,E,0,0,C02,9330240.0,30864
M7,E,0,1,C01,54484962.0,76125
M4,E,0,0,C01,12625951.0,11144
M1,E,0,0,C01,13807740.0,20374
M3,E,0,1,C01,13495972.0,52774
M3,E,0,0,C01,2933520.0,6554
M7,S,0,0,C02,15467020.0,24862
M4,E,0,0,C01,3448288.0,7996
M3,S,0,0,C02,10094280.0,19807
M2,S,0,0,C01,7964569.0,5772
M3,H,0,0,C01,6908640.0,22724
M3,S,0,1,C01,28942680.0,91597
M4,S,0,0,C01,7202040.0,29938
M2,E,0,2,C01,44843375.0,124914
M7,S,0,2,C01,36919620.0,166446
M3,S,0,1,C02,12246357.0,22465
M7,S,0,0,C01,7604580.0,19326
M3,S,0,0,C01,12810300.0,31904
M3,S,5,0,C01,4506523.0,5427
M4,S,0,1,C02,10543020.0,8969
M4,S,0,1,C02,8223170.0,21746
M3,S,2,1,C01,38197560.0,113675
M3,S,0,2,C01,39765723.0,51595
M4,S,0,0,C02,6978960.0,19371
M4,S,0,0,C01,5902740.0,18943
M4,S,0,2,C01,60981360.0,155163
M4,S,0,1,C02,23223300.0,25917
M3,E,0,0,C01,5928420.0,13159
M7,E,1,1,C01,53507023.0,101564
M4,E,0,0,C01,4675320.0,13644
M7,E,0,0,C01,1184577.0,6849
M3,E,0,1,C02,12627000.0,25667
M3,H,0,0,C01,27634214.0,29413
M4,S,4,0,C01,8019407.0,14919
M3,S,0,1,C01,2341740.0,7366
M7,S,0,0,C01,6973680.0,13035
M3,S,0,0,C01,4206180.0,10898
M2,E,0,0,C01,8311080.0,20954
M1,E,0,0,C01,3534660.0,11734
M2,E,0,1,C01,20312304.0,102682
M4,I,0,1,C02,74927220.0,236128
M2,E,0,1,C01,28832820.0,60794
M4,I,0,1,C01,22198860.0,42009
M4,E,0,1,C01,25060680.0,28007
M4,S,0,2,C01,16479240.0,43174
M4,E,0,0,C02,10715340.0,30070
M1,E,0,0,C01,19866540.0,46930
M3,S,0,0,C01,3790149.0,5060
M3,S,0,0,C01,8290378.0,31662
M4,E,0,0,C01,5092920.0,14154
M4,S,0,1,C01,49241940.0,61253
M4,S,0,0,C01,1640580.0,7353
M7,E,0,1,C01,21923040.0,75587
M4,E,0,0,C01,6552600.0,18885
M4,S,0,0,C01,16402097.0,45001
M2,S,0,0,C01,6220680.0,15982
M2,S,2,1,C01,28422180.0,68386
M7,E,0,0,C01,1883700.0,5154
M3,E,0,0,C01,4934220.0,7288
M7,E,0,0,C01,20208480.0,55676
M4,S,0,1,C01,14425800.0,32986
M4,E,0,0,C01,1097640.0,5632
M3,E,0,1,C01,27537000.0,98798
M4,S,2,1,C02,6643260.0,27984
M3,I,0,0,C01,23578080.0,25583
M7,E,0,1,C01,35176474.0,42890
M4,S,0,0,C01,14148281.0,27424
M3,H,0,0,C01,4062900.0,5242
M2,S,0,1,C02,36127560.0,105131
M7,E,0,1,C02,6715860.0,20177
M4,E,0,0,C02,25500480.0,151037
M3,E,0,1,C01,18042180.0,26711
M3,E,0,1,C01,12173479.0,23552
M4,S,3,1,C01,30409560.0,59328
M4,E,0,1,C01,28094640.0,87488
M7,E,0,0,C01,23437680.0,55722
M1,E,0,0,C01,7235160.0,17870
M4,E,0,1,C01,3037140.0,7592
M4,E,0,0,C01,13992240.0,62383
M4,E,0,1,C01,53590819.0,79298
M3,E,0,0,C01,5190300.0,19275
M4,E,0,1,C01,39298160.0,85752
M3,S,0,1,C01,41720280.0,103152
M4,S,0,1,C01,10180560.0,20957
M7,H,0,2,C01,62797440.0,7609
M4,E,6,1,C01,30557670.0,49636
M7,E,0,0,C01,4205700.0,14761
M3,E,1,1,C01,76794180.0,128933
M3,E,0,1,C01,33001980.0,79962
M3,E,0,0,C01,16648583.0,30854
M3,H,0,0,C01,11503520.0,11713
M1,E,0,1,C01,4398900.0,14710
M7,E,0,0,C01,4322820.0,8773
M2,E,0,3,C01,63149820.0,67382
M2,E,0,2,C01,48490794.0,72328
M7,I,0,1,C01,42557786.0,67933
M7,I,0,1,C01,68817608.0,20038
M3,I,0,0,C01,4568460.0,6593
M4,S,0,1,C02,15450600.0,16003
M4,E,0,0,C01,7318860.0,28320
M4,S,0,0,C01,22905540.0,34778
M7,E,0,1,C02,48394000.0,103941
M7,H,0,0,C01,9845617.0,12992
M4,I,0,1,C01,5347168.0,6326
M2,E,0,1,C02,17525460.0,29173
M7,S,1,0,C01,5280600.0,6908
M4,S,3,0,C01,3221040.0,11635
M7,E,0,0,C01,2951460.0,6714
M4,E,11,2,C01,18395160.0,46145
M4,S,0,0,C02,25317000.0,26618
M3,S,0,0,C02,2321131.0,6332
M2,S,0,0,C01,7930076.0,23639
M4,E,0,0,C01,10003500.0,31639
M7,H,0,2,C02,78613492.0,64705
M4,E,0,0,C01,17604932.0,37774
M2,E,0,1,C01,30232913.0,79429
M3,S,13,2,C01,63824356.0,118468
M7,E,0,1,C01,43005840.0,115210
M3,I,0,0,C01,4741320.0,11576
M3,E,0,2,C02,83824740.0,158182
M4,E,0,2,C01,63846600.0,209751
M2,S,0,1,C02,21946680.0,48960
M4,E,0,0,C01,5976120.0,42015
M3,E,0,1,C02,16255778.0,35169
M5,S,0,0,C02,19093516.0,21402
M4,S,0,0,C01,3546720.0,6799
M4,S,30,2,C01,60301440.0,165031
M4,S,0,0,C01,7164780.0,18027
M2,S,0,0,C02,5439900.0,22328
M4,S,12,1,C01,18928860.0,64675
M7,I,0,1,C01,47939280.0,121442
M4,E,0,1,C01,36864840.0,123931
M4,E,25,0,C01,52257720.0,190361
M4,S,0,0,C02,19851625.0,68122
M4,E,0,3,C01,91149925.0,76608
M3,E,0,1,C01,24468060.0,75617
M4,S,0,0,C01,4346659.0,11310
M4,E,0,0,C01,1815720.0,10095
M4,S,0,0,C01,15376860.0,56894
M3,E,0,0,C01,28593960.0,79953
M3,E,0,1,C01,32488598.0,59176
M4,S,3,0,C01,11930760.0,26382
M4,S,3,2,C01,9496800.0,32250
M7,I,0,1,C01,68248574.0,74326
M1,E,0,0,C01,2391480.0,7409
M3,E,0,1,C01,22639538.0,48633
M7,S,0,0,C01,15621900.0,29486
M1,E,0,0,C01,8031000.0,15762
M2,S,0,0,C01,4048200.0,7962
M3,E,0,2,C01,56066880.0,83292
M7,E,0,0,C01,4665900.0,15474
M4,E,6,0,C01,34044659.0,76150
M3,E,0,1,C01,30986700.0,45866
M5,S,0,1,C02,10813440.0,12985
M3,E,0,0,C01,18647779.0,26627
M3,E,0,0,C01,6393240.0,22261
M7,S,0,0,C01,20460412.0,36618
M2,S,0,2,C02,58576720.0,120813
M4,E,0,0,C01,10302533.0,15823
M3,H,0,0,C01,3256800.0,9805
M7,E,0,0,C01,12814365.0,68323
M4,S,0,0,C01,4341900.0,10610
M4,E,0,1,C01,18555840.0,34844
M2,H,0,0,C01,3263040.0,5934
M4,S,0,2,C01,31521360.0,103933
M3,E,0,0,C01,21437557.0,41950
M4,E,0,1,C01,49248120.0,111991
M4,E,0,1,C01,41473536.0,65239
M3,E,0,0,C01,27649680.0,99724
M7,E,2,1,C01,48988740.0,183214
M7,E,7,1,C01,58149240.0,98279
M3,S,0,0,C01,7768799.0,19992
M4,I,0,0,C01,8751540.0,21029
M3,S,0,0,C01,5959500.0,16811
M2,I,0,0,C01,1888560.0,7942
M2,I,0,0,C01,7952829.0,16968
M2,I,0,0,C01,32550900.0,122161
M1,S,0,0,C01,32738460.0,74229
M7,S,0,1,C02,24956580.0,73789
M4,S,0,0,C02,14752200.0,34106
M3,S,0,0,C02,22295460.0,44249
M3,S,0,0,C01,13886550.0,80643
M3,E,0,1,C01,13733460.0,33155
M3,S,0,1,C01,34665420.0,74111
M4,S,0,0,C01,10794720.0,21895
M3,E,0,0,C01,10098240.0,38508
M4,S,0,0,C01,8618388.0,26205
M4,E,0,0,C01,1707793.0,6421
M7,E,0,0,C02,10282920.0,19099
M3,E,0,1,C01,71102040.0,213276
M4,S,0,0,C01,3106182.0,8163
M4,E,0,1,C01,19101960.0,63082
M4,S,6,1,C01,33016971.0,85231
M7,E,0,0,C01,33110820.0,145238
M4,E,20,2,C01,45340163.0,73458
M4,S,0,0,C01,3097500.0,7767
M3,S,0,1,C02,18486000.0,43362
M2,S,0,0,C01,6032340.0,6090
M4,E,0,0,C01,11504460.0,33280
M2,S,0,0,C01,12445870.0,8115
M4,S,0,0,C01,12371700.0,21995
M3,E,0,1,C01,53886780.0,157516
M2,S,0,1,C01,12091980.0,24463
M3,I,0,0,C01,8445840.0,23728
M4,E,0,2,C01,47942450.0,242341
M2,H,0,1,C02,7173252.0,5490
M7,E,0,1,C02,5012061.0,11679
M2,E,1,1,C01,46148218.0,77233
M3,E,0,0,C01,4467720.0,8240
M5,S,0,0,C02,39589440.0,36932
M7,E,0,0,C01,20037045.0,52616
M3,E,0,0,C01,18741180.0,36183
M1,S,0,0,C01,7605360.0,25483
M7,S,0,0,C01,12685440.0,36277
M3,E,0,0,C01,21776216.0,35355
M3,S,0,0,C01,14446773.0,52723
M4,E,0,0,C01,4597140.0,10077
M3,E,0,0,C01,9758760.0,36555
M3,S,0,1,C01,39314580.0,97096
M7,S,0,1,C01,33765487.0,86234
M7,E,1,1,C01,69562608.0,129005
M4,I,0,1,C02,49152480.0,74315
M4,S,0,0,C02,4732260.0,10754
M3,E,0,1,C01,43993140.0,139548
M3,E,0,1,C01,17115780.0,40964
M7,S,0,0,C01,18407243.0,72392
M1,E,17,2,C01,47605715.0,59026
M4,S,0,0,C01,15650491.0,46262
M3,E,0,2,C01,41189520.0,93880
M4,E,0,0,C01,3634200.0,6671
M2,E,0,2,C02,39839100.0,93007
M7,E,0,2,C02,46757700.0,180378
M4,S,0,0,C01,19693620.0,57867
M3,S,1,1,C01,18915494.0,37122
