model,site,nb_deg,nb_pm,component,ttf,ctf
M2,S,0,0,C02,8529720.0,18788
M5,S,0,0,C02,26367000.0,19791
M1,S,0,0,C01,3127344.0,18268
M4,S,0,0,C01,2936378.0,7367
M2,E,0,0,C01,8404579.0,28305
M3,E,0,1,C02,9324668.0,41121
M3,E,0,0,C02,6622320.0,18863
M7,I,0,1,C01,60886260.0,67824
M3,E,0,0,C01,4070280.0,9313
M3,I,0,0,C01,5339171.0,5353
M3,I,0,0,C01,5157780.0,5920
M4,E,0,0,C01,2497629.0,9089
M3,E,0,0,C01,11299140.0,31983
M7,E,0,0,C01,26870880.0,41638
M3,S,0,0,C02,17011860.0,48863
M3,E,0,0,C01,8803899.0,28460
M3,S,0,2,C01,76827420.0,177558
M2,S,0,1,C01,18856620.0,49186
M3,S,0,1,C01,10284300.0,25903
M7,S,0,0,C01,8229444.0,15545
M7,E,0,0,C02,14674500.0,68707
M4,S,0,0,C01,12628200.0,33134
M3,E,1,0,C01,11316313.0,25429
M7,E,0,1,C02,7720420.0,32094
M4,S,0,0,C02,4840320.0,7744
M4,S,0,0,C01,17458800.0,67470
M3,S,0,0,C01,9182820.0,27236
M4,I,0,0,C01,45009466.0,83119
M4,I,0,0,C01,25562160.0,41386
M4,I,0,0,C01,20837520.0,24350
M4,S,0,0,C01,7686660.0,17250
M3,E,0,1,C01,21682020.0,52477
M4,E,0,1,C01,10305960.0,39846
M2,E,0,1,C02,6720660.0,12316
M3,E,0,0,C01,1630200.0,5323
M2,E,0,0,C01,3350400.0,7744
M2,E,0,0,C01,14420340.0,31122
M4,E,0,0,C01,3275940.0,9173
M1,E,0,0,C01,4022456.0,7237
M2,S,0,1,C01,13641259.0,33812
M3,E,0,0,C02,4693334.0,15524
M3,E,0,0,C01,12419142.0,24304
M7,H,0,1,C01,9400380.0,9591
M7,I,0,1,C01,44658120.0,125338
M7,E,0,1,C01,39591540.0,99075
M3,S,6,0,C02,43452344.0,49887
M4,E,0,0,C01,1296180.0,6109
M3,E,0,0,C01,20383620.0,50290
M4,E,0,1,C01,48963600.0,123910
M3,S,0,0,C01,5355960.0,6135
M2,S,0,0,C01,7948980.0,26171
M3,E,0,1,C02,22204685.0,52864
M4,S,8,0,C01,10803300.0,18526
M7,E,0,0,C01,6800544.0,22249
M3,S,0,0,C01,6561682.0,13055
M3,H,0,0,C01,14424420.0,31201
M7,S,4,2,C01,66532830.0,156652
M3,S,0,0,C02,10714500.0,22578
M7,E,0,0,C01,5633700.0,21026
M3,S,0,1,C01,9751320.0,10726
M4,S,0,1,C01,13829907.0,39653
M7,S,0,0,C01,28711478.0,85086
M3,E,0,2,C01,13690402.0,31211
M2,S,0,0,C02,21366333.0,28408
M7,S,0,0,C02,12326338.0,18049
M3,S,0,0,C01,14685166.0,18740
M7,E,0,0,C01,15545882.0,36572
M7,E,0,0,C01,3990705.0,5501
M3,S,0,2,C01,62280360.0,149982
M3,H,0,0,C01,27050100.0,105169
M2,S,0,1,C01,9866549.0,22239
M4,E,5,0,C01,5033100.0,14881
M5,S,0,1,C02,55231860.0,43769
M4,S,0,0,C01,32667780.0,82673
M3,S,0,0,C01,9667438.0,44734
M3,E,0,1,C01,22384080.0,40309
M4,S,0,1,C02,14261220.0,23795
M4,H,4,0,C01,9082080.0,15749
M3,H,0,0,C01,24687897.0,68261
M3,S,2,1,C02,68754501.0,159900
M3,H,0,1,C01,21593520.0,12002
M4,S,0,0,C02,18908160.0,50112
M3,H,15,1,C02,90629755.0,239250
M4,E,0,1,C01,33173535.0,43117
M4,E,0,1,C01,33957661.0,73291
M1,E,0,1,C01,22372200.0,52155
M7,S,0,1,C01,33524400.0,61850
M4,E,0,1,C02,43790640.0,155699
M4,S,0,0,C01,9226920.0,10317
M4,S,0,1,C02,47011380.0,170997
M3,S,0,2,C01,79744920.0,118227
M4,E,0,1,C01,7453380.0,8759
M3,S,0,0,C01,19242300.0,50442
M4,E,0,0,C01,5166754.0,11863
M4,S,0,0,C01,9766140.0,33389
M3,E,0,0,C01,18851994.0,35213
M4,E,0,1,C01,28600080.0,132383
M7,E,0,1,C02,12719340.0,27523
M3,H,0,1,C01,57258819.0,39394
M4,E,0,0,C01,10537740.0,20706
M1,S,0,0,C02,13489200.0,19241
M4,E,0,0,C01,51915900.0,81109
M3,H,0,0,C01,9327857.0,21366
M3,I,0,1,C01,17949304.0,32847
M4,E,0,0,C02,1023300.0,5256
M7,E,0,0,C01,11222554.0,26568
M3,I,0,0,C01,16948896.0,19291
M2,S,0,1,C01,42419280.0,123787
M4,S,0,0,C01,22987879.0,32532
M4,I,0,2,C01,52780860.0,173482
M2,E,0,1,C01,24977264.0,54460
M4,E,0,0,C01,1735500.0,5970
M4,S,0,1,C01,33358846.0,112283
M4,S,0,1,C01,12543000.0,25659
M3,E,0,0,C01,5384863.0,17440
M4,E,0,0,C01,9871560.0,43247
M3,E,0,0,C01,23849331.0,13628
M7,E,0,0,C01,5689020.0,13557
M2,S,0,0,C02,4139220.0,12678
M2,E,0,0,C01,8534940.0,35702
M3,E,0,0,C01,5425680.0,16781
M4,E,0,0,C01,9437220.0,13725
M3,H,0,1,C01,26413440.0,31105
M4,S,0,0,C01,11117548.0,24741
M3,E,0,1,C01,7248780.0,15963
M7,E,0,1,C01,13382940.0,42192
M3,S,0,1,C02,49416600.0,176139
M4,E,0,0,C01,8451720.0,34161
M3,E,0,1,C02,39593520.0,72511
M7,S,0,0,C01,29028047.0,41838
M3,S,0,0,C01,11500740.0,14925
M3,S,0,0,C01,4233486.0,11742
M3,S,0,0,C01,12186060.0,39617
M4,E,0,1,C01,20381340.0,36189
M3,E,0,0,C01,9073902.0,10854
M4,E,0,0,C02,9760247.0,48977
M3,E,0,1,C01,48904080.0,152791
M2,S,0,0,C01,13925520.0,6162
M4,E,0,1,C01,27814500.0,105515
M4,E,0,1,C01,25661640.0,89273
M7,H,0,0,C01,15122700.0,19384
M4,I,0,0,C01,21008623.0,53737
M4,E,0,1,C01,35255940.0,52167
M7,E,0,1,C02,36716648.0,61309
M7,S,2,0,C02,30237180.0,49909
M4,I,0,0,C01,17815080.0,31774
M7,S,0,1,C01,41064862.0,80253
M4,E,0,1,C02,36606080.0,165953
M3,S,0,0,C01,12101880.0,32804
M7,S,0,1,C01,27816600.0,48420
M3,S,0,0,C01,10732620.0,17201
M4,E,0,2,C01,65953742.0,33991
M3,E,0,1,C01,53139600.0,77213
M4,E,0,1,C01,10977598.0,27974
M4,E,0,1,C01,10517460.0,36573
M7,I,0,1,C01,12090817.0,14570
M4,S,0,2,C01,22979460.0,29343
M4,E,0,0,C01,4739700.0,12645
M7,E,1,1,C01,24978954.0,45354
M4,I,0,0,C01,13103460.0,15728
M4,S,0,1,C01,18484225.0,31191
M4,I,0,1,C01,19072920.0,38463
M2,E,0,2,C01,53982720.0,137507
M2,S,0,0,C01,3896940.0,9785
M7,E,0,0,C01,10355786.0,24055
M4,E,20,1,C02,36451740.0,92369
M3,S,0,2,C01,18657060.0,49636
M3,S,0,1,C01,21516240.0,50412
M7,I,0,0,C01,38582131.0,8301
M3,S,1,0,C01,14015975.0,15069
M3,S,0,1,C01,60278700.0,106977
M2,S,0,0,C01,18746400.0,17925
M4,E,0,1,C01,59709780.0,189747
M7,E,0,0,C01,7064299.0,22782
M3,E,0,0,C01,13906740.0,20422
M3,E,0,1,C01,13377060.0,44404
M2,S,0,0,C01,39288960.0,96125
M4,E,0,0,C02,20992260.0,18582
M3,S,0,0,C01,3256860.0,6956
M2,I,0,1,C01,27803100.0,48382
M7,E,0,0,C01,8976075.0,23686
M3,I,0,1,C01,72333420.0,165551
M3,E,0,0,C01,8395380.0,27649
M4,E,0,0,C01,3796500.0,6167
M7,S,0,1,C02,28691270.0,59888
M1,S,0,0,C01,6211851.0,20500
M4,E,0,1,C02,11744220.0,26291
M4,E,0,0,C01,15371024.0,33109
M3,S,0,0,C01,17799780.0,48197
M4,S,0,0,C01,5252400.0,10922
M4,I,0,0,C01,11656912.0,6180
M4,E,0,0,C01,9434040.0,37467
M3,S,0,1,C02,65494980.0,93070
M7,S,0,1,C01,2959359.0,8146
M7,S,2,1,C01,43215270.0,77876
M4,S,0,0,C01,32375040.0,63295
M3,H,0,0,C01,8996598.0,5278
M3,E,0,1,C01,40964864.0,203516
M3,E,0,0,C01,6651092.0,15806
M7,E,0,1,C01,29019480.0,54758
M3,H,0,1,C01,47363641.0,58070
M4,S,0,2,C02,26172420.0,84723
M4,S,0,0,C01,16162980.0,49734
M4,S,0,1,C01,17610660.0,57989
M3,E,0,1,C01,10706100.0,21641
M3,S,0,0,C01,3640044.0,5612
M4,E,0,0,C01,13851000.0,41040
M7,S,0,0,C02,17557106.0,87108
M3,E,0,0,C02,5346660.0,10493
M4,I,0,0,C01,7439040.0,6325
M4,S,0,0,C01,5078940.0,13169
M3,S,0,0,C01,10546080.0,33648
M7,E,0,0,C01,8464181.0,26279
M2,E,0,1,C01,10140389.0,11910
M7,E,0,1,C01,52355760.0,124878
M4,E,0,0,C01,21082380.0,30736
M3,S,0,0,C01,1969320.0,5003
M4,S,0,1,C01,4502340.0,10985
M2,E,0,0,C02,6565860.0,12723
M4,E,0,0,C01,15551400.0,49410
M4,E,0,3,C02,63773460.0,103775
M4,S,0,0,C01,15142748.0,59310
M3,E,0,0,C01,13271340.0,20044
M4,S,1,0,C01,8986920.0,35817
M7,E,0,1,C01,25633620.0,93100
M2,S,0,1,C01,25581300.0,76543
M2,S,0,0,C01,1646580.0,6173
M4,S,0,0,C01,7855260.0,22904
M3,E,0,0,C01,6283699.0,15301
M5,S,0,0,C02,6319720.0,5424
M4,S,2,1,C01,38013660.0,87808
M4,E,0,0,C02,13917360.0,24752
M3,S,0,2,C01,86132640.0,135149
M7,E,0,0,C02,9055680.0,34506
M4,E,0,0,C01,17539581.0,48423
M3,I,0,0,C01,10507236.0,14145
M2,E,0,0,C01,22898252.0,53482
M2,H,0,1,C01,84244440.0,17358
M2,E,0,0,C01,12961080.0,34575
M4,E,0,1,C01,46822680.0,145132
M4,E,0,1,C02,46715820.0,91359
M2,S,0,1,C01,27819957.0,91387
M4,S,0,2,C02,59374080.0,184458
M4,E,0,1,C01,7139974.0,33967
M4,E,0,0,C01,17467980.0,29942
M1,E,0,0,C01,5352300.0,24662
M4,I,0,0,C01,27205500.0,11101
M4,E,0,0,C01,11683800.0,27140
M4,S,0,0,C01,11143763.0,45786
M7,S,0,0,C01,20546657.0,100804
M4,E,0,1,C01,44583780.0,164252
M4,E,0,0,C01,18072780.0,42712
M4,E,0,1,C01,8209260.0,32994
M3,E,0,0,C01,17277479.0,37178
M7,E,0,0,C01,12101340.0,39169
M1,S,0,1,C02,29869800.0,71768
M1,S,0,0,C01,8529660.0,26985
M4,S,0,1,C01,16917215.0,61214
M3,E,0,1,C02,14520300.0,41734
M4,E,0,0,C02,9072120.0,27362
M3,S,0,0,C01,38958107.0,158555
M4,S,0,1,C01,2678760.0,8544
M7,E,0,0,C01,12271380.0,33027
M4,S,0,0,C01,29804062.0,52671
M7,E,0,0,C01,7168140.0,13922
M4,E,0,0,C01,4938120.0,21349
M1,E,0,0,C01,4208820.0,16177
M7,E,2,1,C01,47081820.0,96146
M4,S,0,1,C02,41356743.0,139364
M7,I,0,1,C01,64446514.0,11197
M4,E,5,1,C01,35056380.0,64046
M3,E,0,1,C02,18642156.0,40524
M4,E,0,1,C02,33869460.0,36247
M3,I,0,1,C01,35681655.0,74048
M7,S,0,0,C01,7710780.0,11222
M4,E,0,1,C01,12287940.0,62776
M4,E,0,0,C01,18423120.0,31076
M3,E,0,0,C01,27193560.0,66827
M5,S,0,0,C02,15966000.0,15057
M2,I,0,0,C02,29089500.0,36489
M4,E,0,1,C01,56741340.0,186651
M3,S,0,2,C01,12715727.0,12556
M3,S,0,0,C01,3025260.0,6997
M3,S,0,0,C01,4148220.0,9940
M4,E,0,0,C01,4249557.0,12266
M7,S,0,2,C01,36547870.0,14162
M5,S,0,1,C02,28778760.0,23687
M4,E,0,0,C01,3026760.0,7856
M3,I,0,1,C01,12944760.0,30594
M4,S,0,0,C01,5591940.0,30146
M3,S,0,0,C01,1743880.0,5324
M2,E,0,1,C02,64168486.0,349081
M3,E,0,0,C01,2410276.0,7957
M3,E,0,1,C01,10904580.0,17699
M2,S,0,0,C01,4296720.0,8015
M3,S,3,0,C01,7341480.0,17132
M5,S,0,0,C02,3115427.0,6177
M3,E,0,0,C01,15655500.0,25108
M3,S,0,0,C01,10950720.0,32317
M2,E,0,0,C01,21167100.0,49819
M3,E,0,0,C02,3442980.0,7514
M4,E,0,0,C02,22886880.0,66099
M3,E,0,0,C01,2783628.0,6417
M3,E,0,0,C01,3988320.0,7778
M3,H,0,1,C01,6911549.0,7783
M3,S,0,1,C01,71255040.0,108110
M3,S,0,0,C01,3870409.0,9391
M7,S,0,0,C01,16957800.0,10422
M4,S,0,0,C01,2507400.0,10389
M3,S,0,0,C01,16905563.0,59355
M3,E,0,0,C01,2771036.0,6382
M7,E,0,1,C01,38627820.0,167523
M3,E,0,0,C01,7255229.0,12392
M4,E,0,0,C01,43792320.0,91593
M3,S,0,1,C01,11490360.0,14785
M7,E,5,0,C01,12951540.0,31888
M4,E,0,0,C01,13832293.0,51368
M3,E,0,0,C01,20488140.0,45091
M3,I,0,1,C01,13295400.0,20282
M2,E,0,0,C02,17178900.0,36094
M3,S,0,0,C01,3533576.0,9118
M4,E,0,0,C01,8798400.0,13511
M2,E,0,0,C02,21161361.0,59641
M3,S,0,1,C01,16912980.0,51065
M3,S,0,0,C01,3093960.0,7827
M3,S,0,0,C02,3880980.0,13091
M4,E,0,1,C02,19355820.0,27207
M4,S,0,0,C01,18343078.0,74275
M4,S,0,2,C01,66762120.0,281817
M4,E,0,1,C02,5357460.0,13958
M3,S,0,0,C01,4500540.0,16656
M4,E,0,0,C01,19422144.0,49317
M7,S,0,1,C01,20390560.0,34476
M3,S,0,0,C01,3618357.0,11842
M3,S,0,0,C01,34121640.0,95091
M4,S,0,1,C01,7275600.0,33707
M4,S,0,1,C02,35775720.0,83761
M4,S,1,0,C01,21540457.0,65916
M2,S,0,1,C01,22084680.0,39280
M3,S,0,0,C01,9144597.0,26631
M4,S,0,2,C01,80086020.0,114432
M2,S,0,0,C01,4593750.0,13442
M4,E,0,0,C01,11585160.0,43716
M3,I,0,0,C01,11463310.0,39914
M4,I,0,1,C01,32992583.0,30045
M2,E,0,0,C02,19776720.0,86193
M3,S,2,1,C01,35072220.0,52518
M4,I,0,0,C01,4569000.0,9823
M2,S,0,0,C01,15111845.0,38077
M3,S,0,0,C01,2583600.0,5060
M2,E,0,0,C01,4242516.0,7667
M7,I,0,0,C01,44067240.0,53017
M7,S,0,1,C01,19260071.0,35675
M7,E,0,1,C02,32220655.0,64536
M4,S,0,1,C01,23171160.0,59014
M1,S,0,1,C01,2744940.0,8815
M4,H,17,1,C01,45860303.0,94312
M7,S,0,1,C01,3713640.0,13381
M1,E,0,0,C01,5456160.0,19159
M3,E,0,0,C02,6942629.0,12720
M7,E,0,0,C01,3197160.0,5988
M4,S,0,1,C01,2498220.0,9019
M4,I,0,1,C01,7164300.0,10841
M4,S,1,0,C01,4736280.0,11391
M3,E,1,0,C01,9069360.0,34079
M7,E,0,0,C02,25208340.0,78090
M2,S,0,0,C01,70263480.0,51136
M3,I,0,1,C01,23474740.0,24051
M4,S,0,0,C01,13234320.0,8745
M3,S,0,0,C01,26789760.0,75909
M4,E,3,1,C01,12008190.0,17784
M7,E,1,0,C01,2573520.0,10744
M3,S,0,0,C01,6303964.0,24334
M3,S,0,0,C02,16688760.0,48743
M7,E,0,1,C01,17618553.0,50004
M4,S,0,2,C02,27647580.0,84178
M3,S,0,0,C01,11495340.0,16970
M3,S,0,0,C01,20812920.0,46882
M4,S,0,1,C01,32725740.0,109675
M3,E,4,1,C01,32116440.0,112486
M3,E,0,1,C01,20321520.0,23948
M7,E,0,0,C02,5273460.0,9222
M3,S,8,0,C01,24796620.0,46392
M4,I,0,0,C01,3537535.0,7200
M3,H,0,0,C01,15181800.0,11196
M3,S,0,1,C01,15781639.0,32045
M3,E,0,0,C02,2934900.0,6349
M2,E,0,1,C02,3992154.0,10806
M4,E,0,0,C01,11498280.0,35151
M3,S,9,1,C01,57437385.0,108176
M4,S,0,1,C01,36998220.0,112807
M4,E,0,0,C01,14507220.0,56990
M4,S,0,0,C02,5348340.0,26300
M2,E,0,1,C01,9658260.0,23693
M2,I,0,0,C01,26603460.0,21898
M2,I,0,1,C01,40446840.0,35110
M2,S,1,0,C01,16423956.0,12924
M4,S,0,0,C01,6571680.0,13339
M4,S,0,0,C01,5842620.0,11386
M7,S,0,0,C01,14170079.0,39036
M3,E,0,0,C01,4887578.0,7839
M4,S,0,1,C02,42504060.0,92290
M7,E,2,1,C01,13211994.0,42171
M3,S,0,1,C01,7351759.0,13568
M4,E,0,0,C01,3789480.0,8764
M1,E,0,0,C01,2426659.0,10203
M3,S,0,0,C01,7602480.0,10620
M7,S,0,1,C01,25429020.0,50806
M3,E,0,0,C02,7255860.0,15329
M3,S,0,0,C01,8792018.0,13807
M3,I,0,1,C01,27376560.0,43931
M7,E,0,0,C01,10351286.0,24102
M1,E,0,0,C01,2080186.0,10285
M4,E,0,0,C01,7165320.0,20396
M4,I,0,0,C01,40170300.0,42801
M3,E,0,0,C01,22013423.0,49445
M3,I,0,0,C01,25544640.0,35554
M4,I,0,0,C01,16902031.0,51081
M3,I,0,1,C01,50038982.0,95450
M7,E,0,2,C02,38104740.0,111568
M2,H,2,0,C02,10273541.0,40166
M3,I,0,0,C01,13632540.0,39004
M3,S,0,1,C01,62801700.0,166235
M4,S,0,1,C01,41993520.0,62387
M7,E,0,1,C01,13299286.0,31919
M4,S,0,0,C02,5697000.0,16082
M3,S,44,0,C01,55478640.0,23425
M4,E,0,1,C02,45212220.0,90533
M4,E,0,0,C01,13046820.0,38174
M3,I,0,2,C01,9745020.0,8975
M3,E,1,0,C02,7852506.0,29686
M7,S,0,0,C02,2585460.0,7273
M2,E,0,1,C01,60630840.0,142164
M4,E,0,0,C01,4081200.0,15762
M3,S,0,0,C01,10217220.0,51000
M7,S,0,0,C01,3988080.0,5554
M3,H,0,1,C01,3441571.0,7853
M4,E,0,3,C02,41630880.0,90164
M4,E,0,0,C01,18319140.0,82316
M7,S,0,0,C01,11470080.0,28781
M1,E,0,0,C01,3434081.0,14398
M3,S,0,2,C01,61252920.0,113736
M3,E,0,1,C02,12688260.0,28581
M4,S,0,0,C01,7801920.0,37479
M4,E,0,0,C01,2920730.0,10380
M3,E,0,1,C02,24793020.0,56619
M2,S,0,0,C01,20062260.0,15102
M7,E,3,0,C01,4212818.0,12149
M3,E,2,0,C01,44165460.0,67452
M7,E,0,0,C01,3525960.0,14934
M4,S,0,1,C01,17956500.0,35528
M4,S,0,0,C01,7438380.0,18934
M4,S,0,0,C01,18812280.0,49538
M3,S,0,0,C01,6564000.0,16234
M3,E,0,0,C01,5604051.0,11599
M7,E,0,0,C02,2670480.0,7362
M4,E,0,0,C01,3475524.0,8260
M7,S,0,0,C01,16674751.0,40925
M7,E,0,0,C02,12688440.0,38001
M4,S,0,0,C01,21787440.0,87381
M3,H,0,0,C01,10253280.0,8035
M4,I,0,1,C01,16236960.0,47393
M3,E,0,0,C01,4213080.0,18770
M3,I,0,0,C01,28218420.0,29393
M3,S,0,0,C01,17971077.0,42133
M4,S,0,1,C01,2598600.0,5802
M3,E,0,1,C02,32045520.0,93010
M3,I,0,0,C01,10001700.0,42053
M3,E,0,0,C01,7171920.0,12523
M4,I,2,0,C01,1555099.0,7019
M4,E,0,1,C01,15656940.0,33281
M3,H,16,1,C01,34977180.0,38420
M4,E,0,0,C02,10359300.0,30388
M2,S,2,1,C02,11918940.0,46482
M3,E,0,1,C01,48375438.0,77788
M4,E,0,0,C01,23583120.0,63280
M4,S,0,0,C02,8988088.0,52139
M4,E,0,0,C01,4579080.0,8094
M3,E,0,1,C02,5268634.0,11648
M4,E,0,1,C01,12616080.0,23591
M7,E,0,1,C01,4700040.0,14900
M2,E,0,1,C02,13744740.0,33872
M4,E,0,1,C02,25216380.0,76640
M3,S,0,1,C01,13888020.0,31635
M3,S,0,1,C01,32557140.0,53533
M7,S,0,2,C01,41415840.0,66141
M7,E,0,2,C01,39903420.0,146755
M4,E,0,1,C01,6913020.0,19613
M4,S,0,0,C01,2338740.0,6043
M4,E,0,1,C01,56421120.0,167567
M2,S,2,1,C01,9487000.0,17023
M7,E,0,2,C01,43040580.0,129710
M7,E,0,0,C02,5546160.0,13786
M2,S,0,1,C01,19773394.0,18832
M4,I,0,0,C01,3618816.0,10766
M4,S,0,0,C02,9523560.0,45266
M4,E,0,0,C01,5771520.0,32665
M7,E,0,0,C01,4925100.0,10205
M3,H,3,0,C02,2667157.0,7887
M4,S,0,0,C01,5875041.0,5233
M4,E,0,1,C01,35659020.0,127093
M3,S,0,1,C01,14442180.0,32363
M2,S,0,1,C01,45509640.0,145150
M2,S,0,2,C02,12184491.0,21082
M4,S,0,0,C02,10110920.0,40622
M3,S,8,0,C01,20453400.0,10909
M3,S,0,1,C01,48127295.0,109190
M4,S,0,0,C01,24700018.0,55359
M7,E,0,0,C01,7083840.0,13244
M3,S,0,0,C01,4837260.0,9138
M7,E,3,1,C01,2938080.0,6254
M2,S,0,0,C02,15743820.0,55871
M4,S,0,1,C01,7254840.0,22066
M4,S,0,0,C02,3624028.0,8344
M3,I,0,0,C01,3550844.0,5491
M4,S,0,0,C02,12079740.0,40166
M2,E,0,1,C02,30048060.0,84555
M3,S,0,0,C01,5844996.0,9956
M4,S,0,0,C01,2157120.0,7381
M2,E,0,1,C01,56755140.0,103707
M4,E,0,0,C02,3612060.0,15029
M4,E,0,0,C02,25938900.0,57604
M3,S,0,0,C01,40013100.0,76428
M3,S,0,1,C02,14532120.0,35690
M1,E,0,0,C01,20477580.0,48714
M3,E,0,0,C01,5851920.0,16115
M4,S,0,1,C01,44788889.0,122387
M4,E,0,0,C01,23761260.0,30051
M4,S,0,1,C02,31784700.0,94176
M4,S,0,1,C01,6552917.0,12328
M3,S,3,0,C01,17184227.0,6682
M4,E,0,0,C01,5345818.0,14769
M4,S,0,0,C01,1719976.0,5249
M2,E,0,0,C01,4142270.0,8356
M4,E,0,1,C01,26538420.0,47354
M4,E,0,1,C01,5105591.0,5557
M7,S,0,1,C02,66181320.0,153934
M3,S,0,0,C02,13799580.0,36658
M3,S,0,1,C01,31428448.0,62707
M3,E,0,0,C01,8189040.0,25738
M7,E,0,1,C02,29984520.0,60002
M4,E,9,0,C01,10706820.0,24376
M2,E,0,0,C01,8568000.0,23565
M7,S,0,0,C02,28412340.0,42934
M3,S,0,0,C01,21844320.0,58218
M4,E,0,0,C02,48222120.0,76340
M3,S,0,0,C01,8790900.0,11500
M4,E,0,2,C01,77590680.0,446757
M7,S,0,0,C01,22717849.0,108739
M7,S,0,0,C01,18653100.0,55845
M7,E,0,1,C02,67214160.0,248458
M7,S,0,1,C02,34023120.0,168594
M4,E,0,0,C01,16323420.0,21817
M3,S,0,0,C01,46063800.0,87352
M2,E,0,0,C01,2339280.0,7675
M4,I,0,0,C01,2441676.0,6650
M4,S,0,0,C02,16407600.0,25903
M4,E,0,0,C01,4169580.0,12066
M3,E,0,0,C02,3728940.0,8943
M4,S,1,0,C02,7279930.0,18055
M7,I,0,0,C01,17186733.0,23467
M7,I,0,0,C01,16313302.0,26555
M3,E,0,0,C01,8988600.0,10999
M3,S,5,0,C01,5949480.0,15213
M7,E,0,1,C01,23574180.0,70058
M4,S,0,0,C02,10301181.0,28474
M4,I,0,0,C01,11831460.0,12455
M3,E,0,0,C01,35929200.0,66805
M2,S,0,0,C01,2584140.0,5532
M7,H,15,1,C01,22989454.0,82784
M4,S,0,1,C02,14603372.0,54687
M1,S,0,0,C01,2139120.0,6557
M3,S,0,0,C01,2504681.0,5298
M4,S,0,1,C01,13973100.0,28596
M7,S,0,1,C02,27111120.0,91020
M7,E,2,0,C01,32574060.0,124250
M3,E,0,0,C01,3107596.0,6637
M4,E,0,0,C01,6210983.0,21346
M3,S,0,1,C01,25313229.0,64420
M3,S,0,1,C01,40498500.0,97097
M2,S,0,1,C01,5984066.0,20052
M2,S,0,1,C01,18046380.0,42208
M3,E,0,0,C01,12000000.0,35023
M7,I,0,0,C01,3038071.0,6573
M4,E,0,0,C01,6057900.0,25141
M7,H,0,1,C02,70942804.0,94395
M3,S,0,1,C01,39823220.0,106261
M3,E,0,1,C01,33810780.0,68208
M4,I,0,0,C01,9569328.0,16928
M4,S,0,2,C01,91681920.0,303357
M4,E,6,1,C01,18147540.0,53591
M3,E,0,0,C01,13050840.0,54767
M3,E,0,2,C01,87105360.0,299572
M4,E,0,0,C01,28858676.0,50221
M4,E,0,2,C01,56153520.0,73341
M3,S,0,0,C01,12344700.0,51892
M3,H,0,0,C01,9128160.0,23668
M2,E,0,2,C01,45381480.0,35572
M4,E,0,0,C01,8380260.0,20319
M3,E,0,1,C01,48705300.0,102187
M4,S,0,0,C01,7243274.0,11648
M3,E,0,0,C01,1206120.0,5811
M2,E,0,0,C01,3371835.0,14997
M3,I,0,2,C01,31032240.0,78094
M3,I,0,1,C02,8265869.0,11800
M7,E,0,1,C01,22714019.0,32135
M1,E,0,1,C01,20588105.0,22220
M7,E,0,0,C01,12244957.0,31929
M4,E,0,1,C01,18568920.0,19339
M7,S,0,0,C01,9501540.0,34779
M4,E,0,0,C01,8375520.0,41496
M3,E,0,0,C01,5083440.0,16289
M4,E,8,1,C01,24100898.0,119024
M7,H,3,0,C01,10707660.0,27962
M4,E,1,0,C01,2088841.0,7332
M4,S,0,2,C01,47012580.0,162879
M2,S,0,2,C02,63671040.0,167119
M4,E,0,0,C01,13727460.0,11893
M7,E,0,1,C01,51815206.0,111629
M4,S,0,0,C01,4138500.0,19237
M7,E,2,1,C01,18743040.0,72060
M7,S,0,0,C01,10625760.0,34547
M4,E,0,0,C01,13141980.0,26781
M4,S,0,0,C01,7808531.0,36220
M3,S,0,0,C01,11565210.0,6827
M1,E,0,0,C01,7500060.0,10926
M7,E,0,2,C01,67996740.0,80263
M4,S,0,0,C01,3293999.0,9169
M7,H,3,0,C01,5408400.0,16143
M3,E,0,0,C02,24814620.0,75073
M5,S,0,0,C02,31709160.0,43209
M3,E,0,0,C01,14488310.0,33767
M2,E,13,2,C02,61855920.0,73611
M2,S,0,1,C01,9084720.0,21925
M4,E,4,0,C01,42519180.0,97976
M3,I,0,0,C01,9665340.0,25873
M3,S,0,1,C01,8542980.0,18126
M7,E,1,1,C02,35164020.0,132642
M5,S,0,1,C02,11521080.0,6515
M2,S,0,0,C01,12081420.0,15324
M4,S,0,0,C02,7610340.0,25420
M2,E,23,1,C01,50216640.0,140371
M3,S,0,1,C02,31717343.0,90721
M3,E,0,0,C01,3171576.0,6607
M3,S,0,0,C01,3721440.0,8865
M3,E,0,0,C01,7863526.0,11575
M4,S,0,0,C01,5172246.0,11116
M3,E,0,0,C01,21194252.0,97068
M7,E,0,0,C01,23067180.0,64739
M3,E,11,0,C01,12078840.0,56087
M3,S,1,2,C01,61016393.0,140355
M3,I,0,0,C01,30061328.0,8504
M7,E,1,1,C02,25645080.0,62240
M3,S,1,0,C01,4769052.0,10770
M4,E,0,0,C02,8192220.0,9421
M2,E,0,0,C01,25040523.0,67652
M3,S,0,1,C01,72991571.0,144173
M3,S,0,0,C01,16244503.0,25204
M3,H,0,1,C01,54196260.0,106919
M4,E,0,0,C01,8033220.0,24178
M7,E,0,1,C01,32661960.0,89184
M4,E,0,0,C01,5443005.0,17273
M3,I,0,1,C01,17857680.0,19222
M4,E,0,1,C01,4080900.0,7284
M4,I,0,1,C01,9486695.0,24092
